PickupDropPointName,Latitude,Longitude,LocalityName,StatusCode
Bus - Dandekar Bridge,18.5011699,73.8455696,DandekarPul-Ramkrishna Math(L),Active
DandekarPul-Ramkrishna Math(L),18.5,73.845,DandekarPul-Ramkrishna Math(L),Active
Dange Chowk-Bhoir Hospital (S),18.6146,73.7646,Dange Chowk-Bhoir Hospital (S),Active
Bus - Dange Chowk,18.6152497,73.7653125,Dange Chowk-Bhoir Hospital (S),Active
Bus - Tathavade,18.615249,73.765312,Dange Chowk-Bhoir Hospital (S),Active
"Bus - Akshay Park, Thergaon",18.6073596,73.772651,Dange Chowk-Bhoir Hospital (S),Active
Bus - Pandit Petrol pump,18.610362,73.759414,Dange Chowk-Pratibha Motore(S),Active
Dange Chowk-Pratibha Motore(S),18.6105,73.7592,Dange Chowk-Pratibha Motore(S),Active
Dapodi-Dapodi Main bus stop(M),18.5812,73.8342,Dapodi-Dapodi Main bus stop(M),Active
Deccan-Honkong lane Corn (L),18.5159,73.8423,Deccan-Honkong lane Corn (L),Active
Deccan - Bhandarkar Road-Hotel Oakwood (L),18.5175,73.8408,Deccan-Hotel Oakwood (L),Active
Bus - Deccan Gymkhana,18.5164104,73.8419003,Deccan-Hotel Oakwood (L),Active
Deccan-Hotel Oakwood (L),18.5175,73.8408,Deccan-Hotel Oakwood (L),Active
Deccan-Spencer (L),18.518081,73.836695,Deccan-Spencer (L),Active
Deccan - Bhandarkar Road-Spencer (L),18.5165,73.8372,Deccan-Spencer (L),Active
Deccan-Bombay Sappers Chowk(L),18.5487,73.871,Deccan-Bombay Sappers Chowk(L),Active
Deccan-Holkar Bridge Corner(L),18.5551,73.8618,Deccan-Holkar Bridge Corner(L),Active
Dehu Road-Central Hotel (M),18.6869,73.7197,Dehu Road-Central Hotel (M),Active
Bus - Talegaon Station Chowk,18.732719,73.673672,Dehu Road-Central Hotel (M),Active
Bus - Talegaon Phata,18.728253,73.654687,Dehu Road-Central Hotel (M),Active
Bus - Flora City,18.725107,73.660068,Dehu Road-Central Hotel (M),Active
Bus - Shirgaon Phata,18.701951,73.688872,Dehu Road-Central Hotel (M),Active
Bus - Somatna Phata (Toll Plaza),18.700400,73.691534,Dehu Road-Central Hotel (M),Active
Bus - Dehu Road Try Jesus Church,18.683576,73.721691,Dehu Road-Central Hotel (M),Active
Bus - Center Restaurant,18.6865499,73.720702,Dehu Road-Central Hotel (M),Active
Bus - Hotel Savana,18.6785,73.7331,Dehu Road - Hotel Savana (M),Active
Dehu Road - Hotel Savana (M),18.6785,73.7331,Dehu Road - Hotel Savana (M),Active
Dehu Road - Samir Lawns (express highway) (M),18.650303,73.734840,Dehu Road-Samir Lawns (S),Active
Bus - Dehuroad Station,18.6786122,73.7333298,Dehu Road-Samir Lawns (S),Active
Bus - Dehu Road Gurudwara,18.6832265,73.729446,Dehu Road-Samir Lawns (S),Active
Bus - Dehu Road Police Station,18.6862247,73.722365,Dehu Road-Samir Lawns (S),Active
Dehu Road-Samir Lawns (S),18.6496,73.7345,Dehu Road-Samir Lawns (S),Active
"Bus - Shinde Petrol Pump, Dehuroad",18.6657241,73.7283409,Dehu Road-Shinde Petrol Pump-M,Active
Dehu Road-Shinde Petrol Pump-M,18.66789,73.727744,Dehu Road-Shinde Petrol Pump-M,Active
Dehu Road - Shinde Petrol Pump (S),18.6687,73.727,Dehu Road-Shinde Petrol Pump-M,Active
DehuRoad-ShitalaMata Mandir(M),18.6772,73.7228,DehuRoad-ShitalaMata Mandir(M),Active
Bus - Mamurdi Naka,18.6779821,73.7238026,DehuRoad-ShitalaMata Mandir(M),Active
Bus - Dehuroad Kendriya Vidyalaya,18.6769149,73.7524701,DehuRoad-ShitalaMata Mandir(M),Active
Bus - Dehuroad Ordinance Factory,18.6788257,73.7412906,DehuRoad-ShitalaMata Mandir(M),Active
Dhankwadi -Trimurti chowk (L),18.456645,73.849417,Dhankwadi - Trimurti Chowk (L),Active
Dhankwadi - Trimurti Chowk (L),18.45703,73.850295,Dhankwadi - Trimurti Chowk (L),Active
Bus – Gokul Nagar Dhanori,18.591878,73.890603,Dhanori-Amba Nagari Society(L),Active
Bus - Lokpriya Nagar,18.57502,73.879878,Dhanori-Amba Nagari Society(L),Active
Dhanori-Amba Nagari Society(L),18.5804,73.8818,Dhanori-Amba Nagari Society(L),Active
Dhanori - Bharat Dhaba (L),18.5937,73.8928,Dhanori - Bharat Dhaba (L),Active
Bus - Gurudev Duttanagar,18.593508,73.892418,Dhanori - Bharat Dhaba (L),Active
Bus - Dhanori,18.5967642,73.8973094,Dhanori - Jakat naka (L),Active
Bus - Jijau Chowk,18.602659,73.909697,Dhanori - Jakat naka (L),Active
Bus - Park Spring,18.612795,73.911666,Dhanori - Jakat naka (L),Active
Bus - Pride World City,18.622701,73.916000,Dhanori - Jakat naka (L),Active
Dhanori - Jakat Naka (L),18.5973,73.9065,Dhanori - Jakat naka (L),Active
Dhanori-Palladium Society (L),18.5972,73.9012,Dhanori-Palladium Society (L),Active
Dhayari-Dhareshwar Karyalay(L),18.461525,73.813472,Dhayari-Dhareshwar Karyalay(L),Active
Bus - Hotel Girija Dhayari,18.459529,73.810014,Dhayari-Dhareshwar Karyalay(L),Active
Dhayari - DSK Vishwa (L),18.443278,73.799045,Dhayari - DSK Vishwa (L),Active
Bus - DSK Vishwa,18.4447973,73.7994892,Dhayari - DSK Vishwa (L),Active
Bus - Chavan Bagh,18.4470084,73.8040327,Dhayari-Last PMT Bus Stop (L),Active
Bus - Dhayari Gaon,18.4472095,73.8102502,Dhayari-Last PMT Bus Stop (L),Active
Bus - Sunder Samruddhi Apartment,18.446682,73.815405,Dhayari-Last PMT Bus Stop (L),Active
Bus - PARI Robotics,18.447036,73.820775,Dhayari-Last PMT Bus Stop (L),Active
Dhayari-Last PMT Bus Stop (L),18.446799,73.809928,Dhayari-Last PMT Bus Stop (L),Active
Dhayari- Abhiruchi resort (L),18.4632,73.8161,Dhayari- Abhiruchi resort (L),Active
Bus - Hotel Vishwas,18.463731,73.818817,Dhayari- Abhiruchi resort (L),Active
Bus - Dhayari Phata,18.4609181,73.8127715,Dhayari- Abhiruchi resort (L),Active
"Bus - Sinhagad Road Junction, Highway",18.4638082,73.8189728,Dhayari- Abhiruchi resort (L),Active
Dhayari-Raikar NGR Bus Stop(L),18.4541,73.8115,Dhayari-Raikar NGR Bus Stop(L),Active
Bus - Dhayari Poultry Farm,18.451947,73.811249,Dhayari-Raikar NGR Bus Stop(L),Active
Bus - Dhayari Garmala,18.457428,73.811839,Dhayari-Raikar NGR Bus Stop(L),Active
DholePatil RD-Holiday Inn (L),18.5382,73.8816,DholePatil RD-Holiday Inn (L),Active
DholePatil RD-HotelFoodland(L),18.5254,73.8719,DholePatil RD-HotelFoodland(L),Active
DholePatil RD-Blind School (L),18.5397,73.8882,DholePatil RD-Blind School (L),Active
Dighi-B U Bhandari Skyline (L),18.6233,73.8714,Dighi-B U Bhandari Skyline (L),Active
Dighi - Dighi Jakat Naka (L),18.6129,73.8729,Dighi - Dighi Jakat Naka (L),Active
Bus - Dighi,18.614782,73.8730193,Dighi - Dighi Jakat Naka (L),Active
Bus - Dighi Magazine,18.6335808,73.8748432,Dighi - Dighi Jakat Naka (L),Active
Erandwana-Karnataka school (L),18.501902,73.827673,Erandwana-Karnataka school (L),Active
Erandwane - Mehendale Garage (L),18.504578,73.831324,Erandwane-Mahendale Garage (L),Active
Bus - Garware College,18.5123206,73.8386387,Erandwane-Mahendale Garage (L),Active
Bus - Balgandharva,18.5227865,73.8480748,Erandwane-Mahendale Garage (L),Active
Erandwane-Mahendale Garage (L),18.50489,73.831509,Erandwane-Mahendale Garage (L),Active
Bus - Empress Garden,18.514262,73.895077,FatimaNGR-EmpressGardengate(L),Active
FatimaNGR-EmpressGardengate(L),18.5119,73.8968,FatimaNGR-EmpressGardengate(L),Active
Fatima Nagar - Fatima Nagar (Corner)- Big Bazaar (L),18.5066,73.8995,Fatima Nagar-Big Bazaar (L),Active
Fatima Nagar-Big Bazaar (L),18.50657,73.901102,Fatima Nagar-Big Bazaar (L),Active
Bus - Fatima Nagar,18.5064935,73.9010376,Fatima Nagar-Big Bazaar (L),Active
Bus - Reliance Mart Wanawadi,18.501957,73.900701,Fatima Nagar-Big Bazaar (L),Active
Ganj Peth - Police Chowky (L),18.5091,73.864109,Ganj Peth - Police Chowky (L),Active
Bus - Citadel Enclave,18.5203144,73.9065576,Ghorpadi-Vatsalya School (L),Active
Ghorpadi-Vatsalya School (L),18.5288,73.9061,Ghorpadi-Vatsalya School (L),Active
Ghorpadi Peth-GhorpadeUdyan(L),18.5024,73.8623,Ghorpadi Peth-GhorpadeUdyan(L),Active
Ghorpadi Peth - Mominpura (L),18.5031,73.8631,Ghorpadi Peth - Mominpura (L),Active
Ghorpadi Peth - PMC Colony (L),18.5039,73.8634,Ghorpadi Peth - PMC Colony (L),Active
Gultekadi-Giridhar Bhavan (L),18.492869,73.868803,Gultekadi-Giridhar Bhavan (L),Active
Phadgate Police Chowky(L),18.508733,73.858264,Phadgate Police Chowky(L),Active
GuruwarPeth-RashtrbhushnCk(L),18.5039,73.859,GuruwarPeth-RashtrbhushnCk(L),Active
Hadapsar-Gadital-PMTBusStop(L),18.500736,73.937779,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Hadapsar Gadital,18.5007044,73.9385349,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Hadapsar Bhaji Mandai,18.501471,73.933442,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Mega Centre,18.5024137,73.927334,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Ramtekdi,18.5062087,73.913129,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Magar Patta ( Main Gate),18.514824,73.932529,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Manjari Farms(Bharat petroleum),18.496729,73.967338,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Manjari Phata (15 No Signal Bus stop),18.499078,73.950851,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Akashwani Hadapsar,18.499885,73.944743,Hadapsar-Gadital-PMTBusStop(L),Active
Bus - Bhekrai Nagar Jakat Naka,18.483976,73.953652,Hadapsar-Gadital-PMTBusStop(L),Active
Hatti Chowk- Dhankawadi Hatti Chowk (L),18.468418,73.852804,Dhankawadi - Hatti Chowk (L),Active
Dhankawadi - Hatti Chowk (L),18.468439,73.852894,Dhankawadi - Hatti Chowk (L),Active
Bus - Blue Ridge HJW Chowk,18.578465,73.737159,Hinjewadi-Blue Ridge Chowk (S),Active
Bus - Blue Ridge HJW Main Gate,18.581211,73.736043,Hinjewadi-Blue Ridge Chowk (S),Active
Bus - Blue Ridge HJW T21-T22-T23,18.57456,73.74154,Hinjewadi-Blue Ridge Chowk (S),Active
Bus - Blue Ridge ICICI Bank,18.57897,73.73656,Hinjewadi-Blue Ridge Chowk (S),Active
Hinjewadi-Blue Ridge Chowk (S),18.578531,73.737019,Hinjewadi-Blue Ridge Chowk (S),Active
Hinjewadi - Mezza9 hotel (S),18.5942,73.7346,Hinjewadi - Mezza9 hotel (S),Active
Bus - Bank of Maharastra,18.5939577505955,73.7309846816494,Hinjewadi - Mezza9 hotel (S),Active
Hinjewadi-PNB Bank (S),18.5907,73.7422,Hinjewadi-PNB Bank (S),Active
Hinjewadi - Punjab National  Bank (S),18.5907,73.7422,Hinjewadi-PNB Bank (S),Active
Bus - Shivaji Chowk HJW,18.591212,73.738952,Hinjewadi - Shivaji Chowk (S),Active
Hinjewadi - Shivaji Chowk (S),18.59116,73.739114,Hinjewadi - Shivaji Chowk (S),Active
Hinjiwadi Phase I - Infosys Gate No.1 (S),18.5868,73.7363,Hinjewadi PH 1-Infy Gate-1 (S),Active
Hinjewadi PH 1-Infy Gate-1 (S),18.586848,73.736479,Hinjewadi PH 1-Infy Gate-1 (S),Active
Bus - Infosys Phase 1,18.586131,73.733974,Hinjewadi PH 1-Infy Gate-1 (S),Active
Bus - Symbiosis HJW,18.583609,73.736334,Hinjewadi PH 1-Infy Gate-1 (S),Active
Hinjewadi PH 2-Wipro Circle(S),18.5969,73.718599,Hinjewadi PH 2-Wipro Circle(S),Active
Bus - Embassy Tech Zone,18.605806,73.717265,Hinjewadi PH 2-Wipro Circle(S),Active
Hinjiwadi Phase II - Wipro Circle (S),18.5969,73.7186,Hinjewadi PH 2-Wipro Circle(S),Active
Hinjewadi-Sakhre Wasti Road(S),18.587843,73.741619,Hinjewadi-Sakhre Wasti Road(S),Active
Bus - Infosys Ph3 ( Ascendas),18.59238,73.68233,Hinjawadi PH 3-Megapolis (S),Active
Bus - Megapolis circle,18.5771298410846,73.6882328266957,Hinjawadi PH 3-Megapolis (S),Active
Bus - Megapolis Sparklet HJW,18.576829,73.681627,Hinjawadi PH 3-Megapolis (S),Active
Bus - TCS Sahyadri Park / Megapolis HJW,18.582843,73.688188,Hinjawadi PH 3-Megapolis (S),Active
Bus - SEZ Bhavan Corner,18.583805,73.693533,Hinjawadi PH 3-Megapolis (S),Active
Hinjawadi PH 3-Megapolis (S),18.5777,73.6881,Hinjawadi PH 3-Megapolis (S),Active
Kalas  - Hp Petrol pump/Banana Leaf (L),18.5757,73.8763,Kalas-Hotel Banana Leaf (L),Active
Kalas-Hotel Banana Leaf (L),18.575261,73.876525,Kalas-Hotel Banana Leaf (L),Active
Bus - Mhaske Wasti (Kalas),18.586420,73.875275,Kalas-Hotel Banana Leaf (L),Active
Bus - Kalas,18.5800461,73.8762809,Kalas-Hotel Banana Leaf (L),Active
Kalewadi-Dhondiraj Karyalay(S),18.612139,73.784322,Kalewadi-Dhondiraj Karyalay(S),Active
Bus - Tapkir Chowk,18.612146,73.78437,Kalewadi - Tapkir Chowk (S),Active
Kalewadi - Tapkir Chowk (S),18.612110,73.784348,Kalewadi - Tapkir Chowk (S),Active
Bus - Kalewadi D-Mart,18.613924,73.785090,Kalewadi - Tapkir Chowk (S),Active
Kalewadi - Lucky Bakery (S),18.619571,73.796536,Kalewadi - Lucky Bakery (S),Active
Bus - B T Memorial School,18.6196116,73.7956429,Kalewadi - Lucky Bakery (S),Active
Bus - Kalewadi,18.6151887,73.7855256,Kalewadi - Lucky Bakery (S),Active
Bus - Hotel Ambience,18.6004248,73.7753976,Kalewadi - Hotel Ambience (S),Active
Kalewadi - Hotel Ambience (S),18.6006,73.7756,Kalewadi - Hotel Ambience (S),Active
Kalewadi Phata After Signal(S),18.603411,73.777028,Kalewadi Phata After Signal(S),Active
KalewadiPhata-GreenPeasRest(S),18.602871,73.776776,KalewadiPhata-GreenPeasRest(S),Active
Bus - Kalewadi Phata,18.603327,73.777079,KalewadiPhata-GreenPeasRest(S),Active
Bus - Santosh Nagar,18.606533,73.77329,Thergaon - 16 N0 Bus stop (S),Active
Thergaon - 16 N0 Bus stop (S),18.60876,73.770846,Thergaon - 16 N0 Bus stop (S),Active
Bus - Kunal Garden,18.6115081,73.783809,Kalewadi - Pachpir Chowk (S),Active
Bus - Swiss county,18.6142,73.777088,Kalewadi - Pachpir Chowk (S),Active
Kalewadi - Pachpir Chowk (S),18.617,73.7901,Kalewadi - Pachpir Chowk (S),Active
Kalewadi - Rahatni Phata (S),18.606466,73.779903,Kalewadi - Rahatni Phata (S),Active
Bus - Rahatani Phata,18.6064241,73.7796033,Kalewadi - Rahatni Phata (S),Active
Kalyani NGR-Fortaleza Gate (L),18.5457,73.9049,Kalyani NGR-Fortaleza Gate (L),Active
Kalyani Nagar - Galande Hospital Gate- Shastrinagar chowk (L),18.5522,73.8962,Kalyani NGR-Shastri Chowk (L),Active
Bus - Kalyani Nagar,18.5525706,73.8972557,Kalyani NGR-Shastri Chowk (L),Active
Kalyani NGR-Shastri Chowk (L),18.552493,73.895641,Kalyani NGR-Shastri Chowk (L),Active
Bus - Ramwadi Naka,18.5550625,73.9059997,Kalyani NGR-Ramwadi naka (L),Active
Kalyani NGR-Ramwadi naka (L),18.5554,73.9066,Kalyani NGR-Ramwadi naka (L),Active
Karve NGR-Cummins college (L),18.486656,73.815499,Karve NGR-Cummins college (L),Active
Bus - Kakade City,18.4861545,73.8117523,Karve NGR-KakdeCityMainGate(L),Active
Bus - Karve Nagar,18.4889832,73.8142736,Karve NGR-KakdeCityMainGate(L),Active
Karve NGR-KakdeCityMainGate(L),18.4864,73.8119,Karve NGR-KakdeCityMainGate(L),Active
Karve NGR-Karve StatueBOM (L),18.5015,73.8147,Karve NGR-Karve StatueBOM (L),Active
Bus - Mayur Colony,18.502926,73.818356,Karve NGR-Karve StatueBOM (L),Active
Bus - Alankar Police Chowky,18.498193,73.826094,Karve NGR-Alankar Police St(L),Active
Karve NGR-Alankar Police St(L),18.4983,73.8261,Karve NGR-Alankar Police St(L),Active
Karve NGR-Matoshree OldAge (L),18.489186,73.825504,Karve NGR-Matoshree OldAge (L),Active
Karve NGR-KPITMahadevMandir(L),18.4868,73.8169,Karve NGR-KPITMahadevMandir(L),Active
Karve NGR-Vitthal Mandir (L),18.49,73.826,Karve NGR-Vitthal Mandir (L),Active
Karve NGR-PratidnyaHallCorn(L),18.490163,73.824624,Karve NGR-PratidnyaHallCorn(L),Active
Karve Nagar - Swapnashilp Society  Gate (L),18.4988,73.8241,Karve NGR-Swapnashilp Soc (L),Active
Karve NGR-Swapnashilp Soc (L),18.4988,73.8241,Karve NGR-Swapnashilp Soc (L),Active
Karve NGR-UnitedWesternBank(L),18.485183,73.811022,Karve NGR-UnitedWesternBank(L),Active
Bus - CME Gate (Dapodi),18.579242,73.834760,Kasarwadi - CME Main Gate (M),Active
Kasarwadi - CME Main Gate (M),18.5792,73.8347,Kasarwadi - CME Main Gate (M),Active
Kasarwadi-Near Shere Punjab(M),18.6022,73.826,Kasarwadi-Near Shere Punjab(M),Active
Bus - Kasarwadi Station (Nasik Phata),18.607146,73.8220681,Kasarwadi-Near Shere Punjab(M),Active
Bus - Sandvik Asia,18.5934898,73.8300074,Kasarwadi-Near Shere Punjab(M),Active
KaspateVasti-ChatrapatiChowk-S,18.5962,73.7739,KaspateVasti-ChatrapatiChowk-S,Active
KaspateVasti-Mankar Chowk (S),18.5901,73.7734,KaspateVasti-Mankar Chowk (S),Active
Bus - Park Street,18.5986555,73.7810732,KaspateVasti-Mankar Chowk (S),Active
Bus - Kaspate Vasti,18.596121,73.773923,KaspateVasti-Mankar Chowk (S),Active
Bus - Kaspate Chowk,18.589013,73.776863,KaspateVasti-Mankar Chowk (S),Active
Bus - Mankar Chowk,18.589990,73.772913,KaspateVasti-Mankar Chowk (S),Active
Bus - Hotel Shaurya,18.590223,73.768462,KaspateVasti-Mankar Chowk (S),Active
Bus - Katraj Junction,18.4480338,73.8586266,Katraj-Datta Ngr Bus Stop (L),Active
Bus - Wonder City,18.4496215,73.8536591,Katraj-Datta Ngr Bus Stop (L),Active
Bus - Datta Nagar,18.4504764,73.8501401,Katraj-Datta Ngr Bus Stop (L),Active
Bus - Ambegaon Budruk Highway,18.4541402,73.8377268,Katraj-Datta Ngr Bus Stop (L),Active
Katraj-Datta Ngr Bus Stop (L),18.4556,73.834,Katraj-Datta Ngr Bus Stop (L),Active
Katraj - Datta NGR Bus Stop-Potdar School (L),18.4556,73.834,Katraj-Datta Ngr Bus Stop (L),Active
Katraj-JSPM Group of India (L),18.4481,73.8585,Katraj-JSPM Group of India (L),Active
KatrajKondhwa Rd-IOC Pump (L),18.4487,73.8694,KatrajKondhwa Rd-IOC Pump (L),Active
Bus - Kondhwa Petrol Pump,18.4695375,73.8889463,KatrajKondhwa Rd-IOC Pump (L),Active
Katraj-Kondhwa Rd - Opp indian oil petrol pump near dipvandan garden (L),18.4487,73.8694,KatrajKondhwa Rd-IOC Pump (L),Active
Kondhwa-Shatrunjay Temple(L),18.4502,73.8783,Kondhwa-Shatrunjay Temple(L),Active
Katraj- RajasSociety(L),18.448038,73.863784,Katraj- RajasSociety(L),Active
Bus – Opp Rajas Society corner,18.448238,73.864121,Katraj- RajasSociety(L),Active
Bus - Methodist Church,18.5587241,73.8542224,Khadki-Opp Police station (M),Active
Bus - Khadki post office,18.5559678,73.8473345,Khadki-Opp Police station (M),Active
Bus - Khadki Station,18.5616024,73.8411117,Khadki-Opp Police station (M),Active
Bus - Ganesh Temple (Aundh Road),18.5620296,73.8368095,Khadki-Opp Police station (M),Active
Bus - Ambedkar Chowk,18.5626195,73.8302542,Khadki-Opp Police station (M),Active
Bus - Botanical Garden,18.5627619,73.8257051,Khadki-Opp Police station (M),Active
Khadki-Opp Police station (M),18.5575,73.8465,Khadki-Opp Police station (M),Active
Khadki Bazar-Bus depo (M),18.5665,73.8484,Khadki Bazar-Bus depo (M),Active
Bus - Khadki Bazaar,18.5659097,73.8491154,Khadki Bazar-Bus depo (M),Active
Bus - Jaihind cinema (khadki station east),18.563423,73.8412083,Khadki Bazar-Bus depo (M),Active
"Bus - IT Park, Bhau Patil Road",18.5669674,73.8316704,Khadki Bazar-Bus depo (M),Active
Bus - Khadki - Ayudh Chowk,18.562425,73.852318,Khadki Bazar-Bus depo (M),Active
Bus - Kharadi Reliance Mart,18.5526113,73.9373386,Kharadi-Eon IT Park Circle (L),Active
Bus - Kharadi Phata,18.562172,73.9384759,Kharadi-Eon IT Park Circle (L),Active
Kharadi-Eon IT Park Circle (L),18.551483,73.951168,Kharadi-Eon IT Park Circle (L),Active
Kharadi-Hotel Redisson Blu (L),18.554164,73.937615,Kharadi-Hotel Redisson Blu (L),Active
Bus - NIBM,18.4774646,73.9018423,Kondhwa - Jyoti Restaurant (L),Active
Bus - Kausar Bagh,18.473534,73.891232,Kondhwa - Jyoti Restaurant (L),Active
Bus- Jyoti Restaurant Kondhwa Road,18.477816,73.890383,Kondhwa - Jyoti Restaurant (L),Active
Kondhwa - Jyoti Restaurant (L),18.4779,73.8904,Kondhwa - Jyoti Restaurant (L),Active
Bus -  Pisoli-Hanuman Mandir,18.451076,73.898192,Kondhwa-Khadi Machine Chowk(L),Active
Bus -  Pisoli-Bharat Petrol Pump,18.448975,73.904788,Kondhwa-Khadi Machine Chowk(L),Active
Bus - Nyati Estate Chowk,18.467167,73.919877,Kondhwa-Khadi Machine Chowk(L),Active
Bus - Bishops School Chowk,18.458768,73.912114,Kondhwa-Khadi Machine Chowk(L),Active
Bus - Undri Chowk,18.450756,73.916134,Kondhwa-Khadi Machine Chowk(L),Active
Bus - Undri Pisoli Chowk,18.449228,73.907769,Kondhwa-Khadi Machine Chowk(L),Active
Bus - Khadi Machine Chowk,18.4521862,73.8912208,Kondhwa-Khadi Machine Chowk(L),Active
Bus - Shatrunjay Mandir,18.4505704,73.8795751,Kondhwa-Khadi Machine Chowk(L),Active
Kondhwa-Khadi Machine Chowk(L),18.4523,73.8911,Kondhwa-Khadi Machine Chowk(L),Active
Kondhwa-Konark Puram Gate (L),18.4712,73.8889,Kondhwa-Konark Puram Gate (L),Active
Kondhwa-Sheetal Petrol pump(L),18.4691,73.8886,Kondhwa-Sheetal Petrol pump(L),Active
Bus - Kondhwa sheetal petrol pump,18.469120,73.888889,Kondhwa-Sheetal Petrol pump(L),Active
Bus - Kondhwa Bank of Baroda ATM,18.459364,73.890897,Kondhwa-Sheetal Petrol pump(L),Active
Bus – Talab Factory Kondhwa,18.462883,73.889681,Kondhwa-Sheetal Petrol pump(L),Active
Bus - German Bakery (Koregaon Park),18.539541,73.887591,Koregaon Park-Koyla Rest (L),Active
Koregaon Park-Koyla Rest (L),18.5396,73.8946,Koregaon Park-Koyla Rest (L),Active
Kothrud - Badhai Sweets (L),18.501868,73.805039,Kothrud - Badhai Sweets (L),Active
"Bus - Badhai Sweets, Kothrud",18.5020398,73.804918,Kothrud - Badhai Sweets (L),Active
Bus - Ashish Garden,18.5023578,73.8020373,Kothrud - Badhai Sweets (L),Active
Bus - Bandal Capital,18.507837,73.795248,Kothrud - Bandal Capital (L),Active
Bus - Bhusari Colony,18.508373351217,73.7902089839454,Kothrud - Bandal Capital (L),Active
Kothrud - Bandal Capital (L),18.5079,73.7952,Kothrud - Bandal Capital (L),Active
Kothrud - Bhelke Nagar-Telephone Exchange (L),18.5018,73.8101,Kothrud-Telephone Exchange (L),Active
Kothrud-Telephone Exchange (L),18.5018,73.8101,Kothrud-Telephone Exchange (L),Active
Bus - Hotel Mirch Masala,18.493104,73.815046,Kothrud - Dahanukar Circle (L),Active
Bus - Dahanukar Corner,18.4953323,73.8132758,Kothrud - Dahanukar Circle (L),Active
Bus - Kothrud PMPML Bus Stop,18.4997658,73.813662,Kothrud - Dahanukar Circle (L),Active
Kothrud - Dahanukar Circle (L),18.4952,73.8133,Kothrud - Dahanukar Circle (L),Active
Kothrud - Eklavya Collage (L),18.503,73.7961,Kothrud - Eklavya Collage (L),Active
Kothrud - Gujarat Colony-Sutar Clinic (L),18.50409,73.80773,Kothrud-Sutar Clinic (L),Active
Kothrud-Sutar Clinic (L),18.504055,73.807744,Kothrud-Sutar Clinic (L),Active
Bus - Sahajanand Society,18.496202,73.802002,Kothrud-Mahatma CHS Gate (L),Active
Kothrud-Mahatma CHS Gate (L),18.496808,73.800084,Kothrud-Mahatma CHS Gate (L),Active
Kothrud - Opp Karishma (L),18.504059,73.821158,Kothrud - Opp Karishma (L),Active
Kothrud-Shanti Ban society (L),18.503061,73.797565,Kothrud-Shanti Ban society (L),Active
Kothrud-Woodlands Soc Gate (L),18.4981,73.8044,Kothrud-Woodlands Soc Gate (L),Active
Kothrud - Shivaji Statue (L),18.5021,73.8134,Kothrud - Shivaji Statue (L),Active
Kothrud- Shivaji Statue (L),18.5021,73.8134,Kothrud - Shivaji Statue (L),Active
Bus - Karve Putala,18.5020856,73.8153142,Kothrud - Shivaji Statue (L),Active
Bus - Shivaji Putala,18.5021365,73.8134367,Kothrud - Shivaji Statue (L),Active
Lakdi Pool-Garware School (L),18.5133,73.8408,Lakdi Pool-Garware School (L),Active
Lakdi Pool Corner - Lakdi Pool-Garware School (L),18.5133,73.8408,Lakdi Pool-Garware School (L),Active
Lohegaon-Khese Park Stop (L),18.5871,73.9124,Lohegaon-Khese Park Stop (L),Active
Bus - Airport Terminal,18.578149,73.907834,Lohegaon-Khese Park Stop (L),Active
Bus - Lohegaon,18.595788,73.9245928,Lohegaon - Police Chowky (L),Active
Bus - Sparsh Hospital,18.597326,73.912335,Lohegaon - Police Chowky (L),Active
Bus - Vidya Nagar,18.5753985,73.8993693,Lohegaon - Police Chowky (L),Active
Lohegaon - Police Chowky (L),18.5961,73.9248,Lohegaon - Police Chowky (L),Active
Bibwewadi-Gangadham Chowk (L),18.481242,73.875414,Bibwewadi-Gangadham Chowk (L),Active
Bus - Gangadham,18.4807462,73.8723058,Bibwewadi-Gangadham Chowk (L),Active
Bus - Vasant Bagh,18.4808887,73.8611908,Bibwewadi-Gangadham Chowk (L),Active
Lullanagar-Mt Carmel School(L),18.4842,73.8848,Lullanagar-Mt Carmel School(L),Active
Lullanagar-Netaji NGR gate(L),18.4882,73.893,Lullanagar-Netaji NGR gate(L),Active
Bus - Wanawadi Corner,18.498972,73.895856,Lullanagar-Netaji NGR gate(L),Active
Bus - Netaji Nagar,18.4882506,73.8930339,Lullanagar-Netaji NGR gate(L),Active
Bus - Gera Junction,18.4858696,73.8890214,Lullanagar-Netaji NGR gate(L),Active
Bus - Lulla Nagar,18.4834631,73.8811893,Lullanagar-Netaji NGR gate(L),Active
Bus - AFMC,18.506398,73.890139,Magarpatta-Ranka Jewellers(L),Active
Bus - Magarpatta Season Mall,18.5187596147024,73.9326563995253,Magarpatta-Ranka Jewellers(L),Active
Bus - Magar Patta South Gate,18.5146178977967,73.9325634216181,Magarpatta-Ranka Jewellers(L),Active
Magarpatta-Ranka Jewellers(L),18.5025,73.9274,Magarpatta-Ranka Jewellers(L),Active
